0HNO301TEHDGAX,0HNO301TEHDGAY,01HNO301TEHDGAX,01HNO301TEHDGAY,1HNO301TEHDGAX,1HNO301TEHDGAY,3HNO301TEHDGAX,3HNO301TEHDGAY
0.01705142008831631,0.5823063353505659,0.017266688761591042,0.6135907273413173,0.01705142008831631,0.763089991646179,0.017266688761591042,2.250467405649704
0.018155285701429057,0.5823063353505659,0.01781682554286024,0.6135907273413173,0.01748467513236272,0.763089991646179,0.017928938639764053,2.250467405649704
0.01885161699632753,0.5874073737514934,0.01838449032166759,0.6135907273413173,0.01804175721287445,0.7564633275546289,0.019089612574341788,2.230924374408983
0.019946508569740038,0.5874073737514934,0.01885161699632753,0.6135907273413173,0.01873373421444242,0.7564633275546289,0.01982177922055189,2.2115510546109234
0.02071154076859866,0.5874073737514934,0.019697829827940834,0.6135907273413173,0.01920973473523151,0.7564633275546289,0.020973017283729883,2.2115510546109234
0.021777420393836733,0.5874073737514934,0.020841868978392894,0.6082623130202105,0.01982177922055189,0.7564633275546289,0.022191118622064118,2.173307667052694
0.02318723525914102,0.5823063353505659,0.021777420393836733,0.6082623130202105,0.020325425590461164,0.7564633275546289,0.02333314187686515,2.154434690031884
0.02422806565632891,0.5823063353505659,0.02318723525914102,0.6029801705834597,0.02058202752613225,0.7564633275546289,0.02468831795683723,2.13572560571114
0.024999999999999994,0.5823063353505659,0.025958854774237535,0.6082623130202105,0.021371434540409066,0.7564633275546289,0.02563521841846954,2.0987934345605104
0.025796529069448668,0.5874073737514934,0.026785934071728603,0.6082623130202105,0.022052353295099275,0.7564633275546289,0.0269544856475982,2.0805675382171707
0.0269544856475982,0.5823063353505659,0.028164420669563567,0.6082623130202105,0.02333314187686515,0.7564633275546289,0.028699450563799654,2.04458919146401
0.028164420669563567,0.5772495943043027,0.02942866734772293,0.6029801705834597,0.023926007536103064,0.7564633275546289,0.03017641260893441,2.0268340041003055
0.029613848429850514,0.5772495943043027,0.030943157132635686,0.6135907273413173,0.024533937162798024,0.7564633275546289,0.03172938366608559,1.9917848479104006
0.030557380075155433,0.5772495943043027,0.03274031872391467,0.6082623130202105,0.025796529069448668,0.7564633275546289,0.032946338506559224,1.9573417814876601
0.03212995689050009,0.572236765935022,0.034425236279856726,0.6029801705834597,0.0276393650773473,0.7498942093324561,0.034641858474517374,1.9234943239861577
0.034641858474517374,0.5772495943043027,0.03619686487835949,0.6029801705834597,0.029061771861063106,0.7433821372520389,0.03711658148882299,1.8738174228603839
0.03619686487835949,0.5772495943043027,0.038059666936516065,0.6029801705834597,0.030943157132635686,0.7433821372520389,0.039026714994071725,1.825423496409756
0.03758516634640136,0.5772495943043027,0.039768092189102225,0.5977438982065904,0.03233213594656788,0.7433821372520389,0.04052355307386667,1.809571541243321
0.039026714994071725,0.572236765935022,0.04207780116722451,0.5977438982065904,0.03399604716065406,0.7433821372520389,0.04260901982142873,1.7475284000076838
0.04077854917413874,0.572236765935022,0.04287713880574076,0.5977438982065904,0.03597051892998744,0.7433821372520389,0.04508372831794321,1.7023960622310077
0.04234257743662289,0.572236765935022,0.0456528958319107,0.5874073737514934,0.03758516634640136,0.7433821372520389,0.04652014832451795,1.6729572698279278
0.04452165677572195,0.5672674689055771,0.04830439097728606,0.572236765935022,0.039768092189102225,0.7305271542664455,0.04830439097728606,1.6440275496186685
0.0456528958319107,0.5623413251903491,0.05079028358795476,0.5874073737514934,0.04234257743662289,0.7305271542664455,0.05047268218945149,1.6155980984398741
0.04830439097728606,0.5574579600464886,0.05374015539590188,0.5874073737514934,0.04508372831794321,0.7305271542664455,0.05175512928370347,1.5876602653574523
0.05047268218945149,0.5574579600464886,0.0586730230002313,0.5772495943043027,0.04770216652634472,0.7241832654537559,0.055105624856657584,1.506712193823192
0.05240852108088867,0.552617001985409,0.06208071998888256,0.572236765935022,0.05015706681349436,0.7178944668934033,0.056505789171466474,1.480657277185861
0.05476103880035878,0.5478180827445253,0.06486740411579954,0.5672674689055771,0.05340410788240523,0.7116602801823149,0.0586730230002313,1.4424172552410663
0.0586730230002313,0.54306083725924,0.06820568035326527,0.5623413251903491,0.056861354140196024,0.7054802310718644,0.061692517323023936,1.380865932290529
0.061692517323023936,0.54306083725924,0.07262114280571624,0.5623413251903491,0.05978761440825729,0.6932806692144525,0.06527558488549044,1.3104614278097737
0.06365811265963409,0.5383449036351735,0.07683893894092603,0.5478180827445253,0.06286446903492847,0.6872602284193394,0.06735534092095279,1.276616949057408
0.06651560290990607,0.5290355400793141,0.07928711688220759,0.5478180827445253,0.06609966806933974,0.6753757371189919,0.07171575455905622,1.2010067673585634
0.07171575455905622,0.5290355400793141,0.08441996338037641,0.533669923120631,0.06993870052945089,0.663696759141877,0.07588096624158336,1.1298747492786128
0.07353796128667035,0.5290355400793141,0.0876578227775057,0.5244414019632647,0.07540646798531014,0.6579332246575682,0.07928711688220759,1.0816603471464903
0.07540646798531014,0.5244414019632647,0.09274894103656411,0.5153724655961635,0.07978603427896017,0.6465558724388367,0.08284616307439463,1.0175968585295119
0.07732245107875027,0.5153724655961635,0.09691226262531563,0.510896977450693,0.08441996338037641,0.6298576728408934,0.0871096815753469,0.9657139052966052
0.08079330720145725,0.5064603543891711,0.10383541909695017,0.49770235643321137,0.0876578227775057,0.6189658188912607,0.09045070293778024,0.9326033468832199
0.0849511794217701,0.49770235643321137,0.1084963913643637,0.48484850475177765,0.09274894103656411,0.6082623130202105,0.09752208696606265,0.8547088125592515
0.08932302854189401,0.48484850475177765,0.11336658571289884,0.4764642310830369,0.09813574865119207,0.5925530975545681,0.10189966589589494,0.8111308307896872
0.09216896409408655,0.4764642310830369,0.11771466939089174,0.47232662156700245,0.10448880768041359,0.5672674689055771,0.1084963913643637,0.7765179782744631
