0HNO301TEHDGAX,0HNO301TEHDGAY,01HNO301TEHDGAX,01HNO301TEHDGAY,1HNO301TEHDGAX,1HNO301TEHDGAY,3HNO301TEHDGAX,3HNO301TEHDGAY
0.0945108610382394,0.47232662156700245,0.12299865451148355,0.464158883361278,0.11125314760964868,0.5478180827445253,0.11407994954862309,0.7116602801823149
0.0987532718273489,0.46012813333334385,0.12771616839560876,0.45613238628902153,0.11697857695387759,0.5290355400793141,0.1155201720790273,0.6932806692144525
0.10189966589589494,0.45217133826283284,0.13344910157168077,0.4482446879289311,0.12533521800364786,0.5064603543891711,0.11920077908577363,0.6695107825337328
0.10714373628691443,0.44049338809543054,0.13856743389806953,0.43666814893699246,0.12932854378627157,0.48909580671506875,0.12533521800364786,0.6298576728408934
0.11125314760964868,0.43287612810830595,0.14569854047114497,0.4144042897675205,0.13428883545245776,0.4764642310830369,0.1301423488901639,0.6029801705834597
0.11336658571289884,0.4253905900749712,0.15128669011635293,0.4001959850430581,0.14119975218264794,0.45613238628902153,0.13513385339271683,0.5772495943043027
0.1184553937194021,0.4072381771759393,0.15708916872021944,0.3898603702549074,0.14846632595529202,0.4253905900749712,0.1394393750924734,0.552617001985409
0.12455147281248867,0.4037017258596556,0.16209421229546672,0.3797916870129029,0.15708916872021944,0.4072381771759393,0.14388207571994982,0.533669923120631
0.1359841886426163,0.396720688036546,0.171508555222963,0.35419499842665736,0.16517346076566325,0.3898603702549074,0.15319663573359732,0.48909580671506875
0.15223866774606423,0.3864748275999535,0.17808662710288783,0.3420510351671321,0.1747666447550758,0.3667701132644161,0.15708916872021944,0.4764642310830369
0.14846632595529202,0.3797916870129029,0.18376067411758848,0.33613609584193915,0.18376067411758848,0.35419499842665736,0.163114196696555,0.4482446879289311
0.1610806060527456,0.3420510351671321,0.19200933737095868,0.3189979402017374,0.18608059329807178,0.3420510351671321,0.171508555222963,0.4216965034285822
0.16621282146256247,0.33613609584193915,0.201890728757806,0.30273358651967425,0.19565687326992867,0.3217923812785397,0.17808662710288783,0.4037017258596556
0.18146967802311104,0.31075937721919267,0.20963408432355474,0.294915072964707,0.20702051713481393,0.294915072964707,0.18146967802311104,0.393275570466447
0.18961550286783424,0.29235403410236227,0.22042249942663028,0.27265035067867405,0.21361643152962087,0.2823303560022089,0.19080866610537894,0.35419499842665736
0.19812697812382052,0.2798786026670114,0.2317661195709657,0.254274629571815,0.2232052623147479,0.27265035067867405,0.19937370016441192,0.3303234409819976
0.21228064695421892,0.2610157215682537,0.2436935173165606,0.23921470814626386,0.23469209200092525,0.2587490642560342,0.20572597807899182,0.31622776601683794
0.2288766260636141,0.2413102433280787,0.2546324506385364,0.22309243744089835,0.24522696865198612,0.2455565455416449,0.22042249942663028,0.2823303560022089
0.23765500388811334,0.22900685622122,0.26773662014926364,0.2009233002565048,0.251457876139714,0.233036657472433,0.2288766260636141,0.26330223493439114
0.251457876139714,0.21171789908482733,0.281515170549525,0.18254234964097565,0.2627453365968783,0.21733076670526952,,
0.264398672277359,0.19234943239861588,0.2904845712228651,0.17323528848992847,,,,
0.28328661617095685,0.17023960622310083,0.3054338011894687,0.15738730431619036,,,,
0.2960028075552225,0.15738730431619036,0.3191441371158408,0.14298913215569958,,,,
0.31319448823501744,0.13688745095370813,0.3313846522975784,0.1299081396906348,,,,
0.32520680944737845,0.11802382812915618,0.33767985352150554,0.11497569953977363,,,,
0.33980471768708037,0.09913160123129718,,,,,,
0.34625987202162434,0.08850538527730328,,,,,,
