,TODGA02M_X,TODGA02M_Y,TODGA02Octanol32_X,TODGA02Octanol32_Y,TODGA02DMDOHEMA05_X,TODGA02DMDOHEMA05_Y,TODGA02M_XX,TODGA02M_YYX,TODGA02M_Ylog,TODGA02M_YI,TODGA02Octanol32_XX,TODGA02Octanol32_YYX,TODGA02Octanol32_Ylog,TODGA02Octanol32_YI,TODGA02DMDOHEMA05_XX,TODGA02DMDOHEMA05_YYX,TODGA02DMDOHEMA05_Ylog,TODGA02DMDOHEMA05_YI,Calculated Rg
15,0.117416467893969,0.546213167907246,0.079962858330904,0.496127952996474,0.145182290781374,0.727233791450661,0.013786626932695455,0.06413442089284425,-0.6047459620177407,1.8307870603548186,0.006394058712448223,0.03967180921945845,-0.7009214157747288,2.0156090660892616,0.021077897556527437,0.10558146777643097,-0.31850726930701895,1.3750736169798083,
16,0.126780524789784,0.543263034171537,0.0891416352968608,0.487988120669439,0.154760915500045,0.715224352028121,0.016073301465973033,0.06887517257115781,-0.6101616671807562,1.8407289601895624,0.00794623114339854,0.04350005908191563,-0.7174642163157767,2.0492302120555013,0.02395094096641207,0.11068877550779847,-0.3351590064461742,1.3981626844281196,
17,0.141340006880879,0.540370879929956,0.0981131930924654,0.482663436055469,0.172557834111347,0.735737281800509,0.019976997545086923,0.07637602388752662,-0.6154995604879812,1.8505808457510182,0.0096261986587994,0.04735565090038306,-0.7284356879822288,2.071837071754234,0.029776206113199154,0.1269572318224656,-0.3068821780519268,1.3591808173058495,
18,0.153584069689086,0.531472081403139,0.112937752455075,0.482828714873087,0.187510625375805,0.727686631668639,0.023588066462262025,0.08162564518802327,-0.6321046105136618,1.8815663794792399,0.012754935929603799,0.05452958987853868,-0.7280933158167513,2.071127853824628,0.03516023462882549,0.13644897538179956,-0.3178847744606959,1.3742179071050493,
19,0.166881025052676,0.516895492138363,0.125113539815054,0.48839078207481,0.21445665660234,0.719813684562439,0.02784927652263187,0.08626004957315746,-0.6599145677731663,1.9346270478449425,0.0156533978450531,0.0611042995584221,-0.7166394106443985,2.0475406922131945,0.045991657561053986,0.15436883616787206,-0.3287628719001995,1.3892483866959002,
20,0.183663712156513,0.50273433960103,0.155506917803835,0.488649268087027,0.234540947984871,0.715948206219036,0.03373235916311046,0.09233405503967823,-0.6876934002903536,1.9891221291817864,0.02418240148484869,0.07598834156731345,-0.716110290025024,2.0464575827869713,0.05500945628164196,0.16791917099468062,-0.33414745232089843,1.3967490822849575,
21,0.20082667562379,0.478118050386487,0.172260011012935,0.486040295628243,0.253228041166084,0.700213130362382,0.04033135364210297,0.09601885861484591,-0.7378976096463464,2.0915336687072354,0.02967351139417649,0.08372530667765132,-0.7214637457034059,2.057442580367593,0.06412444083281194,0.1773135994004378,-0.3563705183346491,1.4281366010409846,
22,0.209988289032575,0.459780605257156,0.188379310024682,0.475372920599672,0.271667225214507,0.688660623552289,0.04409508153082826,0.09654854262831195,-0.7770058483666239,2.174950375387623,0.035486764445375255,0.08955042278698415,-0.7436556869748406,2.1036116208271247,0.07380308125574965,0.1870865207149425,-0.3730066931026459,1.4520940588148372,
23,0.222389472441295,0.439689969165274,0.208664074279709,0.467566333776887,0.285883261821876,0.662258464521803,0.04945707745271751,0.09778242028039455,-0.821685415961495,2.2743298008331694,0.04354069589500792,0.09756429620191157,-0.7602140498870467,2.138733967268865,0.0817292393899153,0.1893286100066402,-0.4120993694517639,1.509984475203454,
24,0.255896147466958,0.402129017955091,0.222425814939359,0.457275950162208,0.300829162267118,0.629772300292422,0.06548283828843111,0.10290326647937896,-0.9109823016666077,2.486764086524286,0.04947324315143798,0.10170997586699883,-0.7824682406431133,2.1868633144718705,0.090498184870336,0.18945387351600518,-0.46239695303470574,1.5878754901345618,
25,0.265870256999661,0.388872540226878,0.244777320111696,0.437335591787615,0.316556430389137,0.598879699487104,0.07068699355706579,0.10338964221023106,-0.9445036491411318,2.5715366773302506,0.059915936441063695,0.10704983414723505,-0.8270544340110366,2.2865735576482282,0.10020797362071254,0.1895792199021567,-0.5126945366176483,1.6697844339295953,
26,0.281558491055392,0.367736686047452,0.255961864692612,0.427690570118198,0.333090364490367,0.56315688683388,0.07927518388538925,0.10353938642923101,-1.0003881239698267,2.719337063561186,0.06551647617691901,0.10947247583890028,-0.8493553118805764,2.338138995497695,0.11094919091632553,0.18758213270075744,-0.5741970274344134,1.7757041126178752,
27,0.303899478404923,0.334391409631213,0.269337195139374,0.404438598892242,0.341690371999836,0.550711284121764,0.09235489297478425,0.10162137497001257,-1.095443087003431,2.9905074448618767,0.07254252468554523,0.10893035783173478,-0.9052553490804326,2.4725632091966534,0.1167523103173863,0.18817274353607288,-0.5965445924174295,1.8158335026578045,
28,0.321861758894521,0.323383049263347,0.283437920297557,0.39111815739856,0.350487875984506,0.529564918396865,0.10359499183867478,0.1040846370325744,-1.1289177473644794,3.092308029990929,0.08033705466260427,0.1108577171236604,-0.9387455718126376,2.5567721188177233,0.12284175121213045,0.18560608344482546,-0.6356995182511791,1.8883426096790326,
29,0.334375798225955,0.305792378390985,0.292587481464449,0.37191503828213,0.364114903564063,0.500758825417382,0.11180717443924455,0.10224957061589887,-1.1848489093066492,3.270192688456753,0.0856074343097093,0.10881768436972257,-0.9890898425090543,2.688786139487623,0.1325796629974669,0.18233375142570352,-0.6916306801933505,1.996969297878077,
30,0.349605372462749,0.289163065682584,0.303970427632802,0.353660257648828,0.375886319074641,0.481538041971095,0.12222391645481744,0.10109296128043012,-1.2407645088776624,3.458256322049462,0.09239802087526854,0.1075022597542412,-1.0394185508343134,2.8275724466416134,0.1412905248674828,0.18100356209092489,-0.7307700436559419,2.07667912571698,
31,0.363206566591057,0.274970016765631,0.317829988519445,0.338196144320849,0.383114958576868,0.465642047590354,0.13191901001486392,0.0998709157049302,-1.2910932172029221,3.636760152116308,0.10101590160227053,0.107488876666816,-1.0841292431715002,2.956863987932675,0.1467770714853553,0.17839443377422648,-0.7643380782439403,2.1475723792017694,
32,0.389590337671591,0.260033043075624,0.326028380041265,0.328874433628489,0.390464381382235,0.445253711951899,0.1517806312070643,0.10130636105760374,-1.3469465672893006,3.8456651053734556,0.10629450459233152,0.1072223988328848,-1.1120792617714292,3.04067418366015,0.15246243312821145,0.1738557151954421,-0.8091110200657603,2.245910529563492,
33,0.434087648676685,0.226107812409048,0.332290448605473,0.316241299754564,0.403078235776624,0.425771340101505,0.18843208673365308,0.09815060863607263,-1.4867433474024125,4.422668944277414,0.11041694223442651,0.10508396336302193,-1.1512497499763372,3.1621423285829637,0.1624720641567957,0.1716191606123636,-0.8538528371452653,2.3486785178203804,
34,0.489962813780941,0.203336247001144,0.343041023841026,0.305811414401429,0.413465945098198,0.411722660939179,0.24006355888813705,0.09962719972433694,-1.5928942810717335,4.9179623148762746,0.11767714403789939,0.1049058606985385,-1.1847866598220174,3.2699891269831136,0.1709540877559461,0.17023329912356255,-0.8874053093621049,2.4288194332536954,
35,0.518898326066617,0.194451238594788,0.349638018118248,0.295716310585761,0.416051014202921,0.395894735578792,0.26925547279473716,0.10090042220841584,-1.6375738486666074,5.1426774507920445,0.12224674371365633,0.10339366475844576,-1.2183546944100165,3.3816193568057824,0.17309844641927918,0.16471240625515365,-0.9266069223093291,2.525923964454883,
36,0.549568326973868,0.188049790331539,0.356361878660637,0.285954455027843,0.424042158951784,0.380687134491141,0.30202534601285635,0.10334620866029057,-1.6710485090276521,5.317740574115831,0.12699378856253857,0.10190326680510077,-1.2519227289980133,3.497060396917514,0.17981175256849002,0.1614273943947916,-0.9657774105142387,2.6268289873696036,
37,,,0.370208646364995,0.268889075124229,0.443355702496353,0.359984965794759,,,,,0.13705444184340193,0.09954506052407627,-1.3134563445570953,3.7190056886394203,0.19656427893603465,0.15960138739806098,-1.0216930100852495,2.7778937872925993,
38,,,0.38211462106057,0.248624169213474,0.460604198808255,0.342315751309043,,,,,0.146011583628263,0.09500293020550564,-1.3918128833380723,4.022135109243457,0.21215622795979447,0.1576720723711476,-1.0720217184105103,2.9212795384843364,
39,,,0.391962078101889,0.240420608155449,0.478490227694618,0.320088490825694,,,,,0.15363427066995133,0.09423576119112975,-1.4253653555549108,4.1593772167543515,0.2289528979992474,0.15315921485761297,-1.139157787586503,3.124136070686014,
40,,,0.420375802333697,0.219844801930813,0.509833180476336,0.283014783709544,,,,,0.17671581518769947,0.0924174350005582,-1.5148334273427584,4.548663380791275,0.25992987191461614,0.14429032730045915,-1.2622561434469826,3.5333843232242335,
41,,,0.439542877476787,0.210231889939437,0.533041742803062,0.266128981029202,,,,,0.1931979411405738,0.09240592984136332,-1.5595441196799498,4.756652286615875,0.28413349957052575,0.14185785585820887,-1.323774196634907,3.757576480895447,
42,,,0.459519511828469,0.194393750769757,0.5940759750393,0.24611804831253,,,,,0.21115818175107448,0.08932772145622381,-1.637869533718606,5.1441982884748985,0.352926264118895,0.1462128195260358,-1.4019439869619859,4.0630908901494385,
43,,,0.474275596473141,0.177740442739943,0.621235431256303,0.242042387981664,,,,,0.22493734140995367,0.08429795449788663,-1.727430979733406,5.626181552068754,0.38593346104820475,0.15036530728009445,-1.4186424112146132,4.1315077426675995,
44,,,0.499023999617355,0.16527601611027,0.662222393412082,0.238045333072603,,,,,0.24902495219410192,0.08247669860016935,-1.8001383777839957,6.050484659146267,0.43853849833642633,0.1576389502079154,-1.4352941483537696,4.200880509154966,
45,,,0.521777046880715,0.158049173432165,,,,,,,0.2722512866515599,0.08246643097537303,-1.8448490701211835,6.327144763140453,,,,,
46,,,0.54560572931967,0.153700034863767,,,,,,,0.297685611866449,0.08385961961830429,-1.8727524016076387,6.506179396031734,,,,,
47,,,0.585334838364907,0.151164205953281,,,,,,,0.3426168730036718,0.08848167605822324,-1.889388576375632,6.6153226796895375,,,,,
